ImageId,ClassName
7c6701fe14.jpg,pizza-margherita-baked
26d18944a0.jpg,rice
3141528b02.jpg,avocado
eeb4696eb3.jpg,salad-leaf-salad-green
70ec597b7e.jpg,bread-white
e5f98c3c15.jpg,bread-wholemeal
a7a4fdb847.jpg,hard-cheese
73f4a72817.jpg,mixed-vegetables
70ca69a2a9.jpg,butter
b514341c83.jpg,bread-white
09bde38876.jpg,coffee-with-caffeine
fd9cbfaac7.jpg,leaf-spinach
53100605b3.jpg,butter
6d0d41d8d8.jpg,wine-red
07ce6c3d33.jpg,butter
dfa26946fd.jpg,bread-white
3fedef8ae2.jpg,mixed-vegetables
1a3baac086.jpg,white-coffee-with-caffeine
3a7ff996cb.jpg,tomato
45b731e6f6.jpg,dark-chocolate
5f60f723b3.jpg,coffee-with-caffeine
e588f48dc3.jpg,dark-chocolate
9b690c4daf.jpg,bread-white
b9ca717dfb.jpg,espresso-with-caffeine
1cdc262537.jpg,boisson-au-glucose-50g
d41b896e50.jpg,jam
0897fb407e.jpg,honey
c520a5710a.jpg,salad-leaf-salad-green
18390b4708.jpg,water
e2676bab31.jpg,bread-white
f2225ca154.jpg,jam
f860116c85.jpg,butter
a60ce6d077.jpg,tomato-sauce
2bdb0b7c7c.jpg,pasta-spaghetti
d644244698.jpg,leaf-spinach
3e4e15f118.jpg,water-mineral
2cb42ab027.jpg,espresso-with-caffeine
e707807c98.jpg,broccoli
dc4779c307.jpg,bread-wholemeal
1a52e2fd45.jpg,banana
ed410f7f41.jpg,tomato
10b154eb25.jpg,carrot
d59cec1386.jpg,gruyere
9ac01295f0.jpg,mixed-vegetables
630ae9f3b4.jpg,water
5388000e70.jpg,mixed-vegetables
26a0bbeee4.jpg,avocado
adcc1e5cd5.jpg,egg
9ba540ebe9.jpg,cheese
9b65a59970.jpg,pizza-margherita-baked
b2d409aa48.jpg,mandarine
a8908153a3.jpg,wine-white
66feabbc76.jpg,mayonnaise
11dcb484d9.jpg,water
d376e0ad38.jpg,mayonnaise
998552a8b5.jpg,wine-white
cefeca8e70.jpg,hard-cheese
e9bc41f126.jpg,bread-wholemeal
b9c53e2620.jpg,tea
43b2f4f945.jpg,strawberries
abda981011.jpg,boisson-au-glucose-50g
16622ec7f7.jpg,apple
0fc80bc05d.jpg,espresso-with-caffeine
3b65df11f2.jpg,salad-leaf-salad-green
b5b2395fc4.jpg,salmon
e7c445ef51.jpg,bread-white
06a7158cee.jpg,mixed-vegetables
90926148e5.jpg,tomato
204cfbab88.jpg,mixed-nuts
cee7ebf850.jpg,espresso-with-caffeine
5738af9faa.jpg,bread-wholemeal
399fbc6488.jpg,coffee-with-caffeine
c5b6de027f.jpg,chicken
ddfd1d88f6.jpg,water
b857544745.jpg,egg
00cad2a569.jpg,tomato-sauce
1ecd11b4b2.jpg,mixed-salad-chopped-without-sauce
bbd214e57d.jpg,broccoli
cfa327609b.jpg,salad-leaf-salad-green
238eea1449.jpg,tomato-sauce
